Actual RouteID,CustID,Longitude,Latitude
RT001001RouteTypeC,20297455,-80.502297,34.990373
RT004004RouteTypeB,20305386,-81.133507,35.266757
RT005005RouteTypeC,20310551,-81.188122,35.286358
RT009009RouteTypeC,20312945,-80.745558,35.147039
RT003003RouteTypeC,20314111,-81.259737,35.269181
RT003003RouteTypeC,20318495,-81.196212,35.230552
RT006006RouteTypeB,20320552,-80.881165,35.119181
RT002002RouteTypeB,20327634,-80.522553,34.986873
RT003003RouteTypeC,20329560,-81.287766,35.298154
RT004004RouteTypeA,2034158,NULL,NULL
RT004004RouteTypeA,20359901,-80.885666,35.162129
RT016016RouteTypeB,203619,-80.883799,35.38634
RT013013RouteTypeB,20362911,-80.762268,35.190711
RT001001RouteTypeC,20372183,-80.459263,34.982251
RT005005RouteTypeC,20379475,-81.15291,35.262261
RT009009RouteTypeB,20387321,-80.896915,35.146341
RT005005RouteTypeA,20388367,-80.812103,35.219555
RT005005RouteTypeA,20394288,-80.846924,35.171098
RT005005RouteTypeA,20408830,-80.849266,35.172242
RT008008RouteTypeC,20411466,-80.889,35.262587
RT007007RouteTypeA,20419794,-80.75951,35.288643
RT001001RouteTypeB,2042648,-81.550515,35.281573
RT012012RouteTypeC,20427776,-80.802383,35.259713
RT005005RouteTypeA,20429148,-80.839242,35.1751
RT005005RouteTypeA,20438357,-80.834666,35.178893
RT006006RouteTypeA,20448740,-80.859192,35.20976
RT012012RouteTypeB,20451715,-80.8978,35.259407
RT001001RouteTypeA,20453323,NULL,NULL
RT011011RouteTypeC,20459108,-80.824985,35.202186
RT012012RouteTypeC,20463564,NULL,NULL
RT010010RouteTypeB,20465607,-80.801852,35.179654
RT008008RouteTypeB,20472681,-80.740354,35.137817
RT002002RouteTypeA,20474421,-80.719588,35.117846
RT008008RouteTypeC,20485901,-80.843195,35.410963
RT007007RouteTypeC,20503727,-80.983373,35.241608
RT004004RouteTypeB,20507407,-81.203835,35.23611
RT006006RouteTypeC,20513114,-80.869792,35.089441
RT007007RouteTypeC,20528113,-80.883187,35.216143
RT004004RouteTypeA,20529934,-80.842428,35.116993
RT008008RouteTypeB,20530685,-80.722383,35.115973
RT007007RouteTypeC,20532460,-80.876181,35.177106
RT006006RouteTypeB,20533962,-80.824441,35.117577
RT003003RouteTypeC,20535633,-81.331518,35.245304
RT002002RouteTypeC,20540225,-81.5433,35.291411
RT008008RouteTypeA,20548605,-80.891325,35.480282
RT010010RouteTypeC,20549536,-80.738364,35.202748
RT004004RouteTypeA,20552121,NULL,NULL
RT010010RouteTypeC,20557150,-80.772353,35.189723
RT006006RouteTypeC,20559242,-80.887892,35.085793
RT004004RouteTypeB,20583843,-81.182731,35.252616
RT011011RouteTypeC,20585579,-80.835964,35.259568
RT007007RouteTypeC,20587701,-80.881594,35.196998
RT002002RouteTypeA,20596657,-80.684216,35.105212
RT010010RouteTypeC,20602913,-80.795028,35.243089
RT009009RouteTypeC,20604825,-80.688657,35.18725
RT001001RouteTypeA,20605456,-80.859294,35.088148
RT014014RouteTypeB,20610813,-80.70695,35.173807
RT002002RouteTypeA,20612302,-80.685669,35.162773
RT011011RouteTypeC,20613868,-80.854407,35.26887
RT014014RouteTypeB,20616551,-80.646606,35.179397
RT009009RouteTypeC,20620994,-80.613845,35.226561
RT015015RouteTypeB,20621152,-80.797743,35.295955
RT003003RouteTypeA,20622498,-81.147621,35.210516
RT009009RouteTypeC,2063730,-80.669673,35.20815
RT005005RouteTypeA,20654913,-80.814549,35.21926
RT007007RouteTypeA,20661341,-80.749077,35.310654
RT002002RouteTypeB,20664151,-80.058928,34.967331
RT009009RouteTypeC,2067452,-80.739646,35.138955
RT001001RouteTypeC,20680882,-80.060336,34.95065
RT010010RouteTypeB,20684124,-80.849386,35.175706
RT003003RouteTypeA,2068995,-80.922782,35.237
RT014014RouteTypeB,20690205,-80.733997,35.257455
RT012012RouteTypeC,20692771,-80.73529,35.258624
RT004004RouteTypeA,20710581,-80.837692,35.152822
RT005005RouteTypeA,20713103,-80.807737,35.220193
RT007007RouteTypeA,20728462,-80.792389,35.230128
RT004004RouteTypeC,20729114,-80.726739,35.05998
RT010010RouteTypeC,20731341,-80.775357,35.236555
RT010010RouteTypeC,20737563,-80.786135,35.2474
RT006006RouteTypeC,20748421,-80.849869,35.174531
RT005005RouteTypeA,20749273,-80.848581,35.170975
RT005005RouteTypeA,20750109,-80.850865,35.166995
RT005005RouteTypeA,20762504,-80.849402,35.170535
RT001001RouteTypeC,20773916,-80.075504,34.967851
RT001001RouteTypeC,20774613,-80.061176,34.966135
RT004004RouteTypeC,20776813,-80.699048,35.090165
RT005005RouteTypeC,20780594,-81.188058,35.280693
RT005005RouteTypeC,20786611,-81.145282,35.251849
RT003003RouteTypeA,20791436,-81.004345,35.245753
RT013013RouteTypeB,20801901,-80.762311,35.212383
RT006006RouteTypeA,20808623,-80.866321,35.209593
RT011011RouteTypeC,20824165,-80.858661,35.241329
RT011011RouteTypeC,20827164,-80.865447,35.249864
RT007007RouteTypeC,2083445,-80.866724,35.209068
RT012012RouteTypeC,20840547,-80.855925,35.277324
RT005005RouteTypeA,2084120,-80.843678,35.202035
RT004004RouteTypeC,20844620,-80.543777,35.003742
RT012012RouteTypeB,20846977,-80.844118,35.261102
RT015015RouteTypeB,20859942,-80.836016,35.256766
RT003003RouteTypeA,2088217,-80.893771,35.223364
RT005005RouteTypeC,20883961,-81.190681,35.2487
RT003003RouteTypeA,20885882,-80.889109,35.243051
RT004004RouteTypeC,20887186,-80.576391,35.019612
RT012012RouteTypeB,20900684,-80.860844,35.30523
RT006006RouteTypeA,20903161,-80.863291,35.229404
RT003003RouteTypeA,209142,-80.919365,35.230005
RT006006RouteTypeA,20925154,-80.87911,35.232596
RT003003RouteTypeC,2092662,-81.223044,35.270892
RT005005RouteTypeA,20929983,NULL,NULL
RT003003RouteTypeC,20930172,-81.266829,35.287393
RT005005RouteTypeC,2093110,-81.170194,35.262615
RT007007RouteTypeA,20932601,-80.798193,35.241665
RT003003RouteTypeA,20944947,-81.194838,35.242128
RT008008RouteTypeB,20953343,-80.711799,35.132362
RT008008RouteTypeB,20960295,-80.682606,35.13749
RT011011RouteTypeC,20961568,-80.858978,35.236603
RT006006RouteTypeA,20963276,-80.846954,35.23049
RT012012RouteTypeC,20971382,-80.72366,35.32996
RT011011RouteTypeC,2097919,-80.825761,35.252525
RT011011RouteTypeC,20983461,-80.798585,35.238797
RT001001RouteTypeC,20996692,-80.107841,35.102702
RT001001RouteTypeC,20998798,-80.108512,35.102621
RT004004RouteTypeC,2100919,-80.552986,34.987415
RT001001RouteTypeA,21019232,-80.79491,35.093888
RT006006RouteTypeA,21031432,-80.857169,35.212306
RT001001RouteTypeC,2103868,-80.077291,34.968264
RT003003RouteTypeC,21044168,-81.211742,35.24627
RT006006RouteTypeB,21048882,-80.784423,35.095787
RT006006RouteTypeC,21051629,-80.850834,35.171865
RT016016RouteTypeB,2106037,-80.853313,35.411757
RT013013RouteTypeB,21065462,-80.730795,35.186262
RT015015RouteTypeB,21078665,-80.794894,35.264798
RT011011RouteTypeC,21083772,-80.815526,35.249091
RT011011RouteTypeC,21084257,-80.815499,35.248695
RT006006RouteTypeB,21088364,-80.884008,35.082648
RT011011RouteTypeC,21089876,-80.813589,35.249928
RT011011RouteTypeC,21090354,-80.854713,35.264498
RT003003RouteTypeA,2109292,-80.887704,35.262819
RT005005RouteTypeB,21093857,-80.96807,35.273798
RT001001RouteTypeC,21094934,-80.202522,35.002667
RT008008RouteTypeC,2109564,-80.889658,35.272039
RT008008RouteTypeC,21105829,-80.902891,35.323491
RT008008RouteTypeC,21106657,-80.937137,35.273773
RT007007RouteTypeC,21109935,-80.886293,35.239516
RT012012RouteTypeB,21110290,-80.84414,35.30773
RT003003RouteTypeA,21121246,-80.974897,35.202514
RT003003RouteTypeA,21123394,-80.881885,35.24511
RT005005RouteTypeA,2112490,-80.850309,35.170658
RT005005RouteTypeA,21127879,NULL,NULL
RT011011RouteTypeC,21135131,-80.858468,35.213295
RT003003RouteTypeA,21137236,-81.2299,35.258629
RT008008RouteTypeA,21141357,-80.841173,35.412427
RT013013RouteTypeB,21146657,-80.780834,35.217334
RT001001RouteTypeA,21154239,-80.747313,35.154339
RT007007RouteTypeA,21166141,-80.80124,35.236399
RT014014RouteTypeB,21172412,-80.645581,35.181768
RT005005RouteTypeA,21177990,NULL,NULL
RT009009RouteTypeB,2118118,-80.896158,35.146352
RT010010RouteTypeC,21183255,-80.771736,35.213649
RT007007RouteTypeA,21185254,NULL,NULL
RT008008RouteTypeC,21186407,-80.883543,35.264998
RT002002RouteTypeA,21192475,-80.725779,35.147098
RT003003RouteTypeA,21195457,-80.967725,35.297135
RT012012RouteTypeC,21197290,-80.768394,35.26556
RT004004RouteTypeA,21210890,-80.889076,35.158815
RT004004RouteTypeA,2121532,-80.878,35.152763
RT005005RouteTypeA,2122020,-80.758887,35.202322
RT013013RouteTypeB,21232482,-80.723391,35.201545
RT001001RouteTypeC,21240358,-80.533411,34.986509
RT003003RouteTypeC,21243120,-81.288335,35.283885
RT002002RouteTypeA,21244623,-80.712127,35.135269
RT006006RouteTypeA,21253362,-80.847191,35.225946
RT003003RouteTypeA,21261170,-81.12383,35.259193
RT007007RouteTypeC,21263411,-80.884158,35.237107
RT001001RouteTypeC,21266260,-80.439829,34.981262
RT010010RouteTypeB,21269800,-80.795726,35.155981
RT003003RouteTypeA,21271727,-80.948509,35.284322
RT003003RouteTypeC,21273411,-81.228205,35.25658
RT013013RouteTypeB,21277715,-80.738026,35.201364
RT007007RouteTypeB,21278259,-80.925287,35.148133
RT001001RouteTypeC,21287378,-80.531389,34.987362
RT004004RouteTypeA,2128987,-80.868542,35.090004
RT011011RouteTypeC,21293801,-80.814405,35.233545
RT012012RouteTypeC,21303986,-80.837651,35.270105
RT006006RouteTypeB,21307375,-80.858634,35.116623
RT001001RouteTypeC,21310889,-80.504561,34.964429
RT016016RouteTypeB,21312621,-80.854101,35.409053
RT011011RouteTypeC,21319153,-80.859348,35.242472
RT001001RouteTypeA,21321241,-80.745229,35.147853
RT002002RouteTypeC,2133016,-81.554206,35.292334
RT006006RouteTypeC,21348598,-80.866917,35.094392
RT012012RouteTypeC,21356111,-80.813568,35.270141
RT004004RouteTypeA,21358453,-80.875892,35.181242
RT002002RouteTypeB,2136572,-80.548759,34.992506
RT001001RouteTypeA,21376437,-80.793816,35.123575
RT006006RouteTypeC,21378914,-80.785211,35.096554
RT004004RouteTypeC,21384474,-80.554391,34.997044
RT010010RouteTypeC,21392531,-80.802033,35.174611
RT003003RouteTypeA,2139338,-80.895905,35.279717
RT004004RouteTypeA,21397941,-80.890757,35.179278
RT012012RouteTypeB,21403878,-80.89758,35.243196
RT014014RouteTypeB,21404175,-80.73749,35.234779
RT005005RouteTypeA,21413217,NULL,NULL
RT006006RouteTypeC,21418967,-80.8306,35.148616
RT002002RouteTypeB,21421155,-80.554895,34.99051
RT004004RouteTypeA,21430652,-81.043353,35.096785
RT013013RouteTypeB,21435455,-80.728746,35.184016
RT010010RouteTypeB,21436685,-80.798805,35.176248
RT006006RouteTypeC,21438337,-80.869696,35.090026
RT014014RouteTypeB,21444203,-80.662833,35.24215
RT006006RouteTypeA,21445611,-80.854742,35.228509
RT012012RouteTypeC,21446221,-80.732424,35.284876
RT004004RouteTypeB,21447701,-81.147728,35.252305
RT003003RouteTypeC,21455889,-81.208212,35.257342
RT011011RouteTypeC,21457965,-80.831592,35.227108
RT012012RouteTypeC,21460584,-80.793859,35.334359
RT005005RouteTypeA,21480820,-80.830766,35.156314
RT002002RouteTypeB,21487811,-80.537027,34.978467
RT004004RouteTypeA,21491751,-80.85821,35.117433
RT002002RouteTypeA,21496938,-80.644385,35.179075
RT004004RouteTypeC,21505233,-80.557063,34.974766
RT005005RouteTypeB,21511424,-80.952098,35.320476
RT009009RouteTypeC,21513803,-80.670107,35.207657
RT011011RouteTypeC,21523755,-80.843571,35.24745
RT001001RouteTypeC,21524667,-80.448616,34.982416
RT007007RouteTypeC,21531757,-80.893074,35.212731
RT001001RouteTypeC,21532514,-80.533577,34.971322
RT005005RouteTypeA,21535266,-80.830155,35.156797
RT013013RouteTypeB,21563976,-80.739668,35.20316
RT006006RouteTypeB,2157560,-80.859246,35.090397
RT005005RouteTypeC,21577824,-81.164808,35.207346
RT006006RouteTypeC,21579966,-80.836908,35.151513
RT002002RouteTypeA,21581989,-80.708709,35.134229
RT003003RouteTypeC,21583351,-81.28879,35.283722
RT006006RouteTypeC,21585471,-80.849096,35.086485
RT008008RouteTypeC,21589170,-80.858232,35.481086
RT007007RouteTypeC,21591172,-80.881235,35.243641
RT009009RouteTypeC,21597642,-80.730238,35.18596
RT007007RouteTypeB,21599588,-80.92577,35.147725
RT001001RouteTypeA,2160270,NULL,NULL
RT003003RouteTypeA,21618518,-80.878547,35.242338
RT001001RouteTypeC,21627219,-80.492728,34.97873
RT012012RouteTypeC,21630997,-80.836018,35.283027
RT005005RouteTypeA,21634126,-80.806084,35.171136
RT004004RouteTypeB,21637994,-81.168213,35.214786
RT001001RouteTypeC,21638345,-80.531083,34.987775
RT005005RouteTypeA,21640602,-80.84842,35.170637
RT007007RouteTypeC,21643495,-80.937199,35.246716
RT004004RouteTypeA,21649647,-80.880752,35.191955
RT005005RouteTypeC,21653681,-81.194951,35.238883
RT005005RouteTypeA,21654883,-80.867164,35.198811
RT011011RouteTypeB,21657871,-80.875736,35.237896
RT007007RouteTypeA,21660399,-80.753512,35.305624
RT007007RouteTypeC,2166274,-80.890574,35.224345
RT003003RouteTypeC,21669784,-81.196812,35.27233
RT006006RouteTypeA,21673438,-80.840508,35.228993
RT010010RouteTypeC,21676459,-80.724763,35.223128
RT005005RouteTypeC,21678669,-81.183997,35.253238
RT006006RouteTypeC,21683856,-80.857502,35.116703
RT002002RouteTypeB,21684927,-80.557288,35.007709
RT015015RouteTypeB,21689961,-80.806916,35.300279
RT006006RouteTypeC,21692615,NULL,NULL
RT005005RouteTypeC,2169718,-81.133582,35.260555
RT006006RouteTypeC,21698852,-80.837842,35.098485
RT003003RouteTypeB,21704635,-80.761517,35.022767
RT015015RouteTypeB,21709486,-80.798907,35.239178
RT008008RouteTypeC,21712340,-80.982241,35.25547
RT001001RouteTypeC,21717119,-80.054342,34.962669
RT001001RouteTypeC,21722164,-80.083583,34.973843
RT005005RouteTypeA,21731956,-80.740086,35.163508
RT012012RouteTypeC,21739539,-80.784439,35.25776
RT003003RouteTypeC,21742808,-81.212348,35.265877
RT007007RouteTypeA,21743202,-80.887037,35.307455
RT003003RouteTypeA,2174951,-80.87925,35.213402
RT007007RouteTypeA,2175164,-80.764027,35.199519
RT007007RouteTypeA,21753805,-80.68556,35.222366
RT011011RouteTypeB,21766493,-80.84532,35.20175
RT004004RouteTypeC,21774349,-80.567454,35.011281
RT004004RouteTypeA,21781493,-80.842417,35.149921
RT001001RouteTypeA,21783973,-80.780571,35.03989
RT006006RouteTypeC,21787395,-80.852122,35.172364
RT004004RouteTypeB,21788526,-81.167104,35.215462
RT010010RouteTypeB,21789415,-80.840771,35.173137
RT012012RouteTypeC,21811357,-80.733407,35.321694
RT001001RouteTypeC,21814869,-80.063911,34.950725
RT003003RouteTypeC,21825788,-81.346749,35.240983
RT002002RouteTypeC,2182874,-81.551325,35.302162
RT008008RouteTypeA,21831246,-80.869503,35.461801
RT004004RouteTypeC,21839528,-80.555314,35.004656
RT003003RouteTypeA,21840578,-80.982027,35.253045
RT002002RouteTypeC,21841412,-81.523291,35.305938
RT003003RouteTypeC,21843107,-81.34943,35.248888
RT012012RouteTypeC,21850489,-80.736331,35.279036
RT009009RouteTypeB,21852291,-80.891663,35.178163
RT002002RouteTypeC,21856792,-81.527733,35.299608
RT007007RouteTypeC,21860232,-80.896775,35.224528
RT003003RouteTypeC,21865398,-81.360878,35.238212
RT011011RouteTypeB,21866163,-80.875339,35.188516
RT004004RouteTypeC,21873321,-80.578821,34.958651
RT011011RouteTypeC,21879541,-80.853329,35.270013
RT001001RouteTypeB,21881359,-81.37224,35.241608
RT003003RouteTypeA,21889942,-80.939245,35.242295
RT012012RouteTypeB,21894864,-80.855888,35.253662
RT004004RouteTypeC,21896722,-80.543921,35.003806
RT011011RouteTypeC,21898227,-80.875629,35.256081
RT002002RouteTypeB,21899355,-80.516615,34.97549
RT010010RouteTypeB,21911505,-80.807238,35.219625
RT001001RouteTypeC,21912108,-80.082998,34.958506
RT011011RouteTypeC,21916482,-80.824565,35.202561
RT012012RouteTypeB,2191974,-80.897188,35.280811
RT008008RouteTypeC,21921671,-80.857824,35.284711
RT003003RouteTypeA,219287,-80.9088,35.173421
RT005005RouteTypeA,21929134,-80.833802,35.154903
RT005005RouteTypeA,2193312,-80.836763,35.156346
RT005005RouteTypeA,21934339,-80.848184,35.175084
RT005005RouteTypeA,2193720,-80.801181,35.204116
RT012012RouteTypeB,21943583,-80.842718,35.261102
RT008008RouteTypeB,2194422,-80.698952,35.118806
RT009009RouteTypeB,219469,-80.893031,35.133633
RT002002RouteTypeA,21947840,NULL,NULL
RT001001RouteTypeC,21954980,-80.08229,34.957906
RT004004RouteTypeC,21966892,-80.74419,34.926862
RT006006RouteTypeB,21968724,-80.845851,35.087075
RT009009RouteTypeC,21970183,-80.729936,35.186612
RT012012RouteTypeC,2197167,-80.79307,35.280291
RT007007RouteTypeC,21972138,-80.920963,35.236582
RT017017RouteTypeB,21976548,-80.724277,35.306544
RT001001RouteTypeA,21984614,-80.810682,35.073348
RT007007RouteTypeA,21993979,-80.747956,35.293783
RT005005RouteTypeA,22003348,-80.761332,35.201554
RT006006RouteTypeC,22004943,-80.783522,35.135747
RT007007RouteTypeC,220074,-80.996972,35.24068
RT008008RouteTypeC,22013254,-80.937812,35.304886
RT009009RouteTypeB,22015549,-80.880408,35.178024
RT001001RouteTypeC,22020464,-80.071599,34.979068
RT007007RouteTypeC,22023675,-80.892966,35.24524
RT015015RouteTypeB,22025927,-80.765948,35.277051
RT004004RouteTypeC,2202858,-80.548657,34.993563
RT006006RouteTypeC,22043609,-80.8161,35.047781
RT001001RouteTypeA,22046117,NULL,NULL
RT003003RouteTypeA,22051320,-81.145437,35.252176
RT003003RouteTypeC,22052374,-81.359919,35.241909
RT011011RouteTypeC,22054721,-80.807747,35.2317
RT004004RouteTypeA,22055714,-80.902134,35.135419
RT010010RouteTypeC,22056259,-80.7955,35.241871
RT003003RouteTypeC,22058871,-81.352955,35.275758
RT003003RouteTypeC,22061151,-81.222749,35.257739
RT008008RouteTypeC,22065698,-80.885145,35.273773
RT001001RouteTypeA,2206965,NULL,NULL
RT003003RouteTypeC,22078317,-81.199055,35.225601
RT005005RouteTypeC,22081822,-81.167306,35.21595
RT007007RouteTypeA,22082482,-80.751319,35.309194
RT003003RouteTypeA,22084382,-80.936268,35.303766
RT010010RouteTypeB,22085391,-80.740751,35.162864
RT006006RouteTypeC,2208772,-80.8323,35.148852
RT009009RouteTypeC,22088458,-80.698383,35.119165
RT005005RouteTypeC,22090867,-81.182334,35.254231
RT007007RouteTypeC,22092101,-80.90825,35.210602
RT007007RouteTypeA,22096449,NULL,NULL
RT004004RouteTypeA,22099827,-80.886529,35.16295
RT008008RouteTypeA,22100953,NULL,NULL
RT011011RouteTypeC,22102855,-80.840835,35.235643
RT003003RouteTypeC,22109590,-81.372343,35.217971
RT006006RouteTypeA,22112805,-80.859525,35.207952
RT008008RouteTypeB,2211658,-80.684435,35.139781
RT007007RouteTypeB,22118891,-80.940423,35.134821
RT012012RouteTypeC,22121130,-80.736669,35.257127
RT007007RouteTypeC,22123122,-80.884678,35.199165
RT003003RouteTypeC,22124174,-81.332435,35.240884
RT008008RouteTypeC,22126831,-80.852251,35.410695
RT004004RouteTypeA,22129211,-80.888326,35.159693
RT007007RouteTypeA,22133222,-80.856231,35.295003
RT012012RouteTypeB,2214013,-80.853361,35.306287
RT011011RouteTypeC,22141642,-80.82022,35.227366
RT003003RouteTypeB,22142347,-80.75126,34.933728
RT006006RouteTypeC,22143961,-80.876163,35.156842
RT009009RouteTypeB,22143359,-80.876163,35.156842
RT008008RouteTypeB,22154954,-80.7107,35.136374
RT003003RouteTypeB,22156212,-80.768824,35.054881
RT004004RouteTypeB,2216099,-81.16101,35.298192
RT012012RouteTypeB,22161121,-80.851596,35.306817
RT007007RouteTypeA,22168473,-80.686509,35.211298
RT003003RouteTypeA,22170732,-81.122826,35.259466
RT007007RouteTypeA,22185684,-80.775057,35.227516
RT002002RouteTypeA,22188232,-80.714895,35.135028
RT001001RouteTypeA,22189828,-80.862218,35.088551
RT012012RouteTypeB,22190543,-80.903958,35.245696
RT001001RouteTypeA,22192844,-80.862631,35.088669
RT008008RouteTypeB,22197651,-80.733327,35.082553
RT012012RouteTypeC,22198799,-80.731648,35.324462
RT004004RouteTypeA,222017,-80.877812,35.163336
RT010010RouteTypeC,22205786,-80.799293,35.219072
RT004004RouteTypeA,22207310,NULL,NULL
RT002002RouteTypeC,2220844,-81.528854,35.273033
RT006006RouteTypeC,22219679,-80.876417,35.152827
RT009009RouteTypeB,22219371,-80.876417,35.152827
RT007007RouteTypeA,22223428,-80.761784,35.313146
RT005005RouteTypeC,22227160,-81.140406,35.279336
RT004004RouteTypeC,22229161,-80.731355,35.083041
RT003003RouteTypeA,22236305,-80.914371,35.227816
RT011011RouteTypeC,22239615,-80.857427,35.212211
RT008008RouteTypeA,22240750,-80.914113,35.468496
RT003003RouteTypeA,22247932,-81.178551,35.260797
RT006006RouteTypeC,22255873,-80.782288,35.098367
RT003003RouteTypeA,22256438,-81.133607,35.263237
RT001001RouteTypeA,22257226,-80.830232,35.080703
RT002002RouteTypeA,22262556,-80.576929,35.019776
RT004004RouteTypeC,22267440,-80.56954,34.966671
RT005005RouteTypeA,22272810,-80.850752,35.170596
RT004004RouteTypeC,2227386,-80.542616,34.981171
RT003003RouteTypeC,22279736,-81.20553,35.234774
RT004004RouteTypeC,22286645,-80.660161,35.084232
RT002002RouteTypeB,22290267,-80.676303,35.068262
RT008008RouteTypeB,22290344,-80.676303,35.068262
RT002002RouteTypeC,22297539,-81.54345,35.277813
RT011011RouteTypeC,22299271,-80.824173,35.202754
RT002002RouteTypeB,22304408,-80.570034,34.984508
RT002002RouteTypeA,2230679,-80.697584,35.1185
RT004004RouteTypeC,22314741,-80.602355,35.037513
RT012012RouteTypeB,22320736,-80.838153,35.293332
RT007007RouteTypeA,2232127,-80.749216,35.310128
RT006006RouteTypeC,22327329,-80.897013,35.15721
RT004004RouteTypeA,22329984,NULL,NULL
RT001001RouteTypeC,223349,-80.082124,34.960003
RT004004RouteTypeA,22343704,-80.878257,35.08656
RT003003RouteTypeC,22347115,NULL,NULL
RT007007RouteTypeA,22349676,-80.738487,35.295778
RT011011RouteTypeC,2235078,-80.815563,35.230633
RT002002RouteTypeB,22356922,-80.353247,34.985269
RT007007RouteTypeC,22363316,-80.88544,35.245424
RT002002RouteTypeB,22364150,-80.452194,34.980474
RT002002RouteTypeB,22375626,-80.366507,34.985958
RT008008RouteTypeA,22391737,-80.803102,35.466603
RT002002RouteTypeB,223930,-80.359191,34.986482
RT003003RouteTypeA,22394198,-80.924493,35.335223
RT006006RouteTypeC,22398126,-80.796894,35.156858
RT010010RouteTypeC,22400874,-80.794229,35.156174
RT002002RouteTypeA,22409223,-80.711858,35.135918
RT005005RouteTypeA,22410596,-80.830771,35.15618
RT010010RouteTypeC,22414588,-80.752451,35.246195
RT007007RouteTypeC,22419204,-80.860206,35.214979
RT002002RouteTypeA,22423896,NULL,NULL
RT002002RouteTypeB,22424315,-80.553796,34.997602
RT004004RouteTypeA,22427839,-80.877259,35.086249
RT001001RouteTypeA,22428225,-80.857475,35.088341
RT004004RouteTypeA,22433690,-80.877077,35.08655
RT001001RouteTypeC,22439701,-80.064834,34.968339
RT002002RouteTypeA,22446158,-80.712813,35.135457
RT005005RouteTypeA,22451203,-80.757381,35.187267
